UserID,last_session,first_session,session_count,avg_duration,avg_demand,total_demand,num_chargers_used,num_locations_used,tenure_days,days_since_last_session,churned,common_charger_type,common_location,common_company
1283,2022-07-19 12:00:00,2021-10-09 09:14:00,22,76.5,8.205454545454545,180.52,15,5,283,73,1,0,public institution,1
1284,2022-07-22 19:39:00,2022-07-21 17:44:00,3,40.666666666666664,25.993333333333336,77.98,3,3,1,70,1,1,market,0
1285,2022-07-29 19:05:00,2022-07-26 13:01:00,12,61.5,3.605833333333333,43.269999999999996,7,4,3,63,1,0,resort,1
1286,2022-07-21 23:57:00,2022-07-20 23:18:00,2,34.5,24.295,48.59,1,1,1,70,1,1,public parking lot,0
1287,2022-07-24 19:08:00,2022-07-04 15:44:00,4,28.5,14.7925,59.17,3,1,20,68,1,1,market,0
1288,2022-07-06 23:12:00,2022-07-06 23:12:00,1,511.0,53.0,53.0,1,1,0,85,1,0,restaurant,1
1289,2022-07-15 19:53:00,2022-07-15 16:41:00,2,196.0,22.795,45.59,1,1,0,77,1,0,hotel,1
1290,2022-07-07 16:48:00,2022-07-07 11:01:00,2,29.0,31.479999999999997,62.959999999999994,2,2,0,85,1,1,market,0
1291,2022-07-16 19:06:00,2022-07-16 19:06:00,1,2.0,1.49,1.49,1,1,0,76,1,1,public area,0
1292,2022-07-20 13:39:00,2022-07-20 13:39:00,1,118.0,13.8,13.8,1,1,0,72,1,0,hotel,1
1293,2022-07-14 16:26:00,2022-07-14 16:26:00,1,163.0,10.99,10.99,1,1,0,78,1,0,hotel,0
1294,2022-07-12 19:24:00,2022-07-12 19:24:00,1,16.0,13.99,13.99,1,1,0,80,1,1,sightseeing,0
1295,2022-07-02 08:29:00,2021-11-01 08:51:00,10,186.1,20.429,204.29,9,5,242,90,1,1,public parking lot,0
1296,2022-07-18 18:00:00,2022-05-20 19:16:00,40,109.425,12.767,510.68,5,3,58,74,1,0,apartment,0
1297,2022-07-10 16:57:00,2022-03-12 16:38:00,21,57.04761904761905,23.507142857142856,493.65,3,3,120,82,1,1,public institution,0
1298,2022-07-04 10:19:00,2022-03-07 21:45:00,4,159.75,4.9925,19.97,3,3,118,88,1,0,company,0
1299,2022-07-19 18:39:00,2022-07-17 23:45:00,3,159.66666666666666,17.016666666666666,51.05,2,1,1,73,1,0,resort,1
1300,2022-07-22 10:31:00,2022-07-22 10:31:00,1,99.0,8.14,8.14,1,1,0,70,1,0,sightseeing,0
1301,2022-07-03 18:16:00,2022-07-02 12:21:00,3,50.333333333333336,8.973333333333334,26.92,2,2,1,89,1,1,public parking lot,0
1302,2022-07-25 08:09:00,2022-03-31 17:22:00,18,237.05555555555554,26.41111111111111,475.4,3,1,115,67,1,0,apartment,1
1303,2022-07-08 20:27:00,2022-06-14 20:36:00,5,49.8,2.93,14.65,2,1,23,84,1,0,company,0
1305,2022-07-27 09:55:00,2021-11-28 11:38:00,11,81.72727272727273,8.038181818181819,88.42,6,5,240,65,1,0,market,1
1306,2022-07-23 21:01:00,2022-07-21 15:59:00,3,77.66666666666667,8.296666666666667,24.89,3,2,2,69,1,0,company,1
1307,2022-07-29 21:05:00,2022-07-23 15:48:00,5,35.6,10.142,50.709999999999994,5,4,6,63,1,1,hotel,0
1308,2022-07-30 19:44:00,2022-07-30 19:44:00,1,86.0,10.0,10.0,1,1,0,62,1,0,public institution,0
1309,2022-07-09 22:45:00,2022-07-08 23:14:00,2,253.5,27.695,55.39,2,1,0,82,1,0,resort,1
1310,2022-07-17 14:56:00,2022-07-17 14:56:00,1,103.0,8.26,8.26,1,1,0,75,1,0,public area,1
1311,2022-07-04 21:23:00,2022-07-04 21:23:00,1,32.0,19.26,19.26,1,1,0,88,1,1,public institution,0
1312,2022-07-24 18:33:00,2022-06-24 19:00:00,3,31.0,17.77,53.31,2,2,29,68,1,1,apartment,0
1313,2022-07-01 08:57:00,2022-06-20 18:27:00,7,148.42857142857142,8.92,62.44,6,4,10,91,1,0,public institution,0
1314,2022-07-02 16:08:00,2022-06-28 21:26:00,2,149.0,29.314999999999998,58.629999999999995,2,2,3,90,1,0,resort,0
1315,2022-07-14 23:49:00,2022-07-14 23:01:00,2,195.0,22.305,44.61,1,1,0,77,1,0,resort,1
1316,2022-07-29 21:37:00,2022-07-29 21:37:00,1,240.0,27.84,27.84,1,1,0,63,1,0,resort,1
1317,2022-07-09 21:19:00,2022-07-09 14:41:00,2,207.5,23.54,47.08,1,1,0,83,1,0,hotel,1
1319,2022-07-29 09:24:00,2021-10-02 10:37:00,199,31.407035175879397,14.296633165829146,2845.03,51,9,299,63,1,1,public parking lot,0
1320,2022-07-21 15:53:00,2022-07-06 15:24:00,9,38.333333333333336,24.903333333333332,224.13,6,5,15,71,1,1,public institution,0
1321,2022-07-27 12:34:00,2022-07-15 20:38:00,5,61.2,7.12,35.6,3,3,11,65,1,0,company,1
1322,2022-07-04 22:58:00,2022-07-03 19:54:00,3,171.66666666666666,16.876666666666665,50.629999999999995,3,1,1,87,1,0,resort,1
1323,2022-07-28 15:52:00,2022-07-28 15:52:00,1,38.0,3.88,3.88,1,1,0,64,1,0,hotel,1
1324,2022-06-30 21:54:00,2022-06-30 21:54:00,1,420.0,47.23,47.23,1,1,0,92,1,0,resort,1
1325,2022-07-24 16:47:00,2022-04-29 22:30:00,3,117.33333333333333,13.366666666666667,40.1,2,1,85,68,1,0,apartment,1
1326,2022-07-23 09:47:00,2022-01-01 09:29:00,67,47.07462686567164,31.997014925373136,2143.8,10,5,203,69,1,1,public area,0
1328,2022-07-07 10:31:00,2022-07-07 10:31:00,1,95.0,11.18,11.18,1,1,0,85,1,0,apartment,0
1329,2022-07-13 14:58:00,2021-11-15 13:31:00,31,34.58064516129032,25.764193548387098,798.69,18,4,240,79,1,1,market,0
1330,2022-07-02 21:41:00,2022-07-02 21:41:00,1,160.0,17.29,17.29,1,1,0,90,1,0,hotel,1
1331,2022-07-22 17:02:00,2022-07-22 17:02:00,1,62.0,6.24,6.24,1,1,0,70,1,0,sightseeing,0
1332,2022-07-16 17:33:00,2022-07-09 20:58:00,5,35.4,13.494,67.47,5,3,6,76,1,1,public area,0
1333,2022-07-17 22:53:00,2022-07-17 22:53:00,1,100.0,11.03,11.03,1,1,0,74,1,0,resort,1
1334,2022-07-08 13:00:00,2022-07-08 13:00:00,1,273.0,30.36,30.36,1,1,0,84,1,0,company,0
1335,2022-07-28 14:16:00,2022-06-23 17:56:00,4,66.75,7.2875000000000005,29.150000000000002,3,2,34,64,1,0,public institution,0
1336,2022-07-09 14:17:00,2022-07-09 14:17:00,1,77.0,3.94,3.94,1,1,0,83,1,0,resort,0
1337,2022-07-18 18:44:00,2022-07-12 19:10:00,3,397.0,45.72,137.16,2,1,5,74,1,0,company,1
1338,2022-06-17 13:28:00,2022-06-12 19:42:00,5,257.8,29.157999999999998,145.79,5,5,4,105,1,0,company,1
1339,2022-06-04 10:46:00,2022-06-04 10:46:00,1,82.0,6.59,6.59,1,1,0,118,1,0,hotel,1
1340,2022-06-26 11:02:00,2022-06-26 11:02:00,1,21.0,17.77,17.77,1,1,0,96,1,1,public area,0
1341,2022-06-20 12:50:00,2022-06-18 12:45:00,3,31.0,15.093333333333334,45.28,3,1,2,102,1,1,public area,0
1342,2022-06-08 09:15:00,2022-06-05 10:25:00,3,59.666666666666664,20.45,61.349999999999994,3,3,2,114,1,1,public institution,0
1343,2022-06-28 21:00:00,2022-04-11 06:20:00,19,34.578947368421055,24.95157894736842,474.08,9,4,78,94,1,1,public area,0
1344,2022-06-26 23:18:00,2022-06-26 17:33:00,2,230.0,26.425,52.85,1,1,0,95,1,0,hotel,1
1345,2022-06-01 08:08:00,2022-05-31 22:00:00,2,156.5,17.86,35.72,1,1,0,121,1,0,hotel,1
1346,2022-06-29 21:39:00,2022-06-28 22:22:00,2,185.0,20.575,41.15,2,1,0,93,1,0,resort,1
1347,2022-06-07 11:50:00,2022-06-07 11:50:00,1,78.0,9.18,9.18,1,1,0,115,1,0,company,0
1348,2022-06-10 09:29:00,2022-06-10 09:29:00,1,60.0,6.8,6.8,1,1,0,112,1,0,public area,0
1349,2022-06-14 08:37:00,2022-06-14 08:37:00,1,60.0,6.71,6.71,1,1,0,108,1,0,resort,1
1350,2022-06-12 19:10:00,2021-10-05 11:40:00,111,140.11711711711712,31.04828828828829,3446.36,27,7,250,110,1,1,public parking lot,0
1351,2022-06-17 21:42:00,2022-06-17 21:42:00,1,294.0,32.58,32.58,1,1,0,105,1,0,hotel,1
1352,2022-06-17 11:30:00,2022-04-04 19:29:00,44,201.86363636363637,3.505,154.22,5,3,73,105,1,0,public area,1
1354,2022-06-20 13:38:00,2022-01-01 15:00:00,18,111.72222222222223,5.887777777777778,105.98,10,4,169,102,1,0,apartment,0
1355,2022-06-23 18:57:00,2022-06-23 18:57:00,1,423.0,47.66,47.66,1,1,0,99,1,0,hotel,1
1356,2022-06-08 14:24:00,2022-05-30 09:31:00,9,58.333333333333336,16.907777777777778,152.17,8,4,9,114,1,1,public institution,0
1357,2022-06-11 00:03:00,2022-06-11 00:03:00,1,180.0,19.82,19.82,1,1,0,111,1,0,resort,1
1358,2022-06-15 05:00:00,2022-01-15 13:42:00,3,21.666666666666668,11.403333333333334,34.21,3,2,150,107,1,1,public institution,0
1359,2022-06-08 19:35:00,2022-06-08 15:30:00,2,51.5,5.715,11.43,1,1,0,114,1,0,resort,1
1360,2022-06-24 14:56:00,2022-06-24 14:56:00,1,189.0,20.13,20.13,1,1,0,98,1,0,hotel,1
1361,2022-06-03 10:17:00,2022-01-29 20:03:00,23,175.2173913043478,19.07,438.61,7,2,124,119,1,0,public institution,0
1362,2022-06-10 15:31:00,2021-11-18 14:39:00,49,36.326530612244895,14.54877551020408,712.89,13,4,204,112,1,1,public parking lot,0
1363,2022-06-29 12:10:00,2022-01-24 06:38:00,6,304.8333333333333,36.46666666666667,218.8,6,6,156,93,1,0,hotel,0
1364,2022-06-19 16:41:00,2022-06-19 16:41:00,1,436.0,48.75,48.75,1,1,0,103,1,0,hotel,1
1365,2022-06-11 21:38:00,2021-10-20 05:17:00,154,280.03246753246754,31.790714285714287,4895.77,18,9,234,111,1,0,accommodation,0
1366,2022-06-17 20:38:00,2022-06-16 18:15:00,2,151.0,15.74,31.48,2,1,1,105,1,0,resort,1
1367,2022-06-19 16:27:00,2021-12-06 16:07:00,20,25.1,17.559,351.18,13,4,195,103,1,1,public area,0
1369,2022-06-06 23:26:00,2022-06-05 16:28:00,2,50.5,32.645,65.29,2,2,1,115,1,1,public area,0
1370,2022-06-22 16:36:00,2022-06-22 16:36:00,1,26.0,14.07,14.07,1,1,0,100,1,1,sightseeing,0
1371,2022-06-21 21:11:00,2022-06-20 18:00:00,3,132.66666666666666,14.093333333333334,42.28,2,1,1,101,1,0,resort,1
1372,2022-06-16 11:14:00,2022-06-15 20:21:00,2,51.0,17.75,35.5,2,2,0,106,1,0,public institution,0
1373,2022-06-28 10:07:00,2021-12-23 09:56:00,9,40.22222222222222,19.665555555555557,176.99,6,3,187,94,1,1,public area,0
1374,2022-06-16 20:39:00,2022-06-16 20:39:00,1,176.0,19.52,19.52,1,1,0,106,1,0,resort,1
1375,2022-06-06 13:36:00,2022-06-02 20:02:00,4,47.25,11.69,46.76,2,2,3,116,1,1,sightseeing,0
1376,2022-06-05 22:56:00,2022-05-06 21:41:00,4,167.5,23.39,93.56,4,3,30,116,1,0,hotel,0
1377,2022-06-20 20:26:00,2022-06-19 20:33:00,2,365.0,40.005,80.01,2,1,0,102,1,0,resort,1
1378,2022-06-09 16:35:00,2022-05-14 15:43:00,8,138.5,8.025,64.2,4,1,26,113,1,0,public institution,0
1379,2022-06-18 13:27:00,2022-06-18 13:27:00,1,21.0,18.87,18.87,1,1,0,104,1,1,sightseeing,0
1380,2022-06-24 09:40:00,2022-06-24 09:40:00,1,150.0,17.83,17.83,1,1,0,98,1,0,company,1
1381,2022-06-09 15:23:00,2022-06-09 15:23:00,1,46.0,2.8,2.8,1,1,0,113,1,0,public area,0
1382,2022-06-04 18:58:00,2022-06-04 18:26:00,2,45.0,5.109999999999999,10.219999999999999,1,1,0,118,1,0,hotel,1
1383,2022-06-29 13:17:00,2022-03-31 08:50:00,39,112.97435897435898,11.94025641025641,465.67,2,1,90,93,1,0,golf,1
1384,2022-06-03 13:09:00,2022-06-01 18:12:00,2,87.0,19.06,38.12,2,2,1,119,1,0,hotel,0
1385,2022-06-02 19:18:00,2022-06-02 17:24:00,2,102.0,11.625,23.25,1,1,0,120,1,0,public institution,1
1386,2022-06-23 12:20:00,2022-06-23 12:20:00,1,72.0,4.2,4.2,1,1,0,99,1,0,sightseeing,0
1387,2022-06-25 07:00:00,2022-05-28 06:44:00,14,59.857142857142854,9.960714285714285,139.45,11,7,28,97,1,0,public area,0
1388,2022-06-13 17:18:00,2022-05-31 15:13:00,2,78.0,10.065,20.13,2,2,13,109,1,1,public institution,0
1389,2022-06-18 10:54:00,2021-10-08 09:03:00,48,38.916666666666664,15.71125,754.14,3,3,253,104,1,1,public area,0
1390,2022-06-27 10:11:00,2022-06-27 10:11:00,1,10.0,1.0,1.0,1,1,0,95,1,0,public area,1
1391,2022-06-02 21:43:00,2022-05-31 20:38:00,3,164.0,18.80333333333333,56.41,3,1,2,120,1,0,resort,1
1392,2022-06-11 13:47:00,2022-06-02 19:49:00,7,181.71428571428572,10.882857142857143,76.17999999999999,5,2,8,111,1,0,resort,1
1393,2022-06-09 21:49:00,2022-06-09 16:05:00,2,144.5,8.465,16.93,1,1,0,113,1,0,hotel,0
1394,2022-06-17 16:55:00,2022-06-15 10:14:00,2,86.5,8.51,17.02,2,2,2,105,1,0,restaurant,0
1395,2022-06-05 21:44:00,2022-06-05 21:06:00,2,20.5,12.715,25.43,1,1,0,117,1,1,public area,0
1396,2022-06-11 17:19:00,2022-06-10 20:24:00,3,226.66666666666666,27.396666666666665,82.19,3,2,0,111,1,0,resort,0
1397,2022-06-26 16:51:00,2022-06-25 20:29:00,2,411.5,10.809999999999999,21.619999999999997,2,1,0,96,1,0,hotel,0
1398,2022-06-22 21:12:00,2022-02-04 07:49:00,31,46.064516129032256,15.027096774193547,465.84,22,8,138,100,1,1,public area,0
1400,2022-06-24 18:01:00,2022-02-13 12:29:00,32,27.90625,15.9128125,509.21,14,4,131,98,1,1,public institution,0
1401,2022-06-15 18:18:00,2022-03-17 15:17:00,58,168.81034482758622,13.980172413793104,810.85,10,4,90,107,1,0,apartment,0
1402,2022-06-28 22:23:00,2022-01-01 23:18:00,49,31.408163265306122,24.10816326530612,1181.3,15,5,177,94,1,1,market,0
1403,2022-06-28 15:11:00,2021-10-29 16:41:00,34,40.05882352941177,25.783529411764704,876.64,10,2,241,94,1,1,market,0
1404,2022-06-06 18:18:00,2022-05-29 15:22:00,13,136.46153846153845,7.7638461538461545,100.93,7,3,8,116,1,0,resort,0
1405,2022-06-12 11:26:00,2022-06-12 11:26:00,1,23.0,10.61,10.61,1,1,0,110,1,1,public area,0
1406,2022-06-11 17:55:00,2022-06-11 17:55:00,1,24.0,19.08,19.08,1,1,0,111,1,1,public area,0
1407,2022-06-19 14:28:00,2021-11-27 17:02:00,16,115.8125,6.33375,101.34,10,6,203,103,1,0,public area,1
1408,2022-06-09 07:49:00,2022-06-08 11:21:00,2,269.5,28.295,56.59,2,1,0,113,1,0,resort,1
1409,2022-06-06 17:06:00,2022-06-06 17:06:00,1,45.0,23.48,23.48,1,1,0,116,1,1,market,0
1410,2022-06-24 19:03:00,2022-02-25 19:48:00,85,120.05882352941177,6.505294117647059,552.95,6,2,118,98,1,0,resort,0
1411,2022-06-13 20:21:00,2022-02-21 14:48:00,39,388.1794871794872,9.053846153846154,353.1,10,6,112,109,1,0,company,0
1412,2022-06-08 10:35:00,2022-06-08 10:35:00,1,63.0,7.3,7.3,1,1,0,114,1,0,company,1
1413,2022-06-17 21:51:00,2022-06-17 21:51:00,1,433.0,49.94,49.94,1,1,0,105,1,0,resort,1
1414,2022-06-06 17:18:00,2022-06-04 11:35:00,4,47.5,12.61,50.44,3,3,2,116,1,1,hotel,0
1415,2022-06-13 19:15:00,2022-06-13 19:15:00,1,29.0,15.77,15.77,1,1,0,109,1,1,restaurant,0
1416,2022-06-24 17:05:00,2021-12-17 10:49:00,8,28.125,11.43625,91.49,8,3,189,98,1,1,public parking lot,0
1417,2022-06-15 20:10:00,2022-06-11 12:28:00,13,86.3076923076923,4.869230769230769,63.3,6,6,4,107,1,0,company,1
1418,2022-06-23 16:21:00,2022-06-23 16:21:00,1,68.0,7.66,7.66,1,1,0,99,1,0,hotel,1
1420,2022-06-25 21:43:00,2022-06-25 21:43:00,1,539.0,59.49,59.49,1,1,0,97,1,0,resort,1
1421,2021-11-20 16:37:00,2021-11-20 16:37:00,1,41.0,16.82,16.82,1,1,0,314,1,1,hotel,0
1422,2022-06-26 11:13:00,2022-06-24 11:38:00,2,31.5,20.619999999999997,41.239999999999995,2,1,1,96,1,1,sightseeing,0
1423,2022-06-23 16:04:00,2022-02-03 12:22:00,33,154.33333333333334,9.11909090909091,300.93,8,5,140,99,1,0,public area,1
1424,2022-06-04 15:51:00,2022-05-31 17:01:00,3,116.66666666666667,13.800000000000002,41.400000000000006,3,3,3,118,1,0,public area,0
1425,2022-06-26 20:24:00,2022-06-25 09:23:00,2,43.0,23.75,47.5,2,2,1,96,1,1,hotel,0
1426,2022-06-16 15:15:00,2022-06-14 15:40:00,2,50.5,33.480000000000004,66.96000000000001,2,2,1,106,1,1,hotel,0
1428,2022-06-20 15:25:00,2022-06-20 15:25:00,1,120.0,13.38,13.38,1,1,0,102,1,0,resort,1
1429,2022-06-25 14:26:00,2022-06-25 14:26:00,1,40.0,4.38,4.38,1,1,0,97,1,0,public area,0
1430,2022-06-19 22:21:00,2022-06-19 22:21:00,1,240.0,26.04,26.04,1,1,0,103,1,0,resort,1
1431,2022-06-14 12:23:00,2022-06-14 12:20:00,2,3.0,0.32,0.64,1,1,0,108,1,0,hotel,1
1432,2022-06-19 20:20:00,2022-06-19 17:57:00,2,150.0,16.5,33.0,1,1,0,103,1,0,hotel,1
1433,2022-06-13 08:04:00,2022-01-08 14:32:00,49,23.73469387755102,27.59510204081633,1352.16,1,1,155,109,1,1,public area,0
1434,2022-06-11 20:19:00,2022-06-11 20:19:00,1,43.0,41.31,41.31,1,1,0,111,1,1,public parking lot,0
1435,2022-06-07 15:01:00,2022-05-30 09:58:00,7,71.71428571428571,8.027142857142858,56.19,4,3,8,115,1,0,hotel,1
1437,2022-05-31 21:40:00,2022-05-29 17:06:00,3,244.66666666666666,17.286666666666665,51.86,1,1,2,122,1,0,hotel,1
1438,2022-06-11 12:12:00,2022-06-09 14:40:00,4,29.75,21.7925,87.17,3,2,1,111,1,1,public parking lot,0
1439,2022-06-23 19:37:00,2022-05-04 10:07:00,25,33.04,25.9,647.5,7,2,50,99,1,1,public area,0
1440,2022-06-26 16:34:00,2022-06-26 16:34:00,1,23.0,1.27,1.27,1,1,0,96,1,0,public institution,1
1441,2022-06-20 22:49:00,2022-06-20 20:49:00,2,260.0,28.29,56.58,1,1,0,101,1,0,resort,1
1442,2022-06-30 16:52:00,2022-06-30 16:52:00,1,10.0,9.38,9.38,1,1,0,92,1,1,public parking lot,0
1443,2022-06-02 09:42:00,2022-06-02 09:42:00,1,10.0,0.67,0.67,1,1,0,120,1,0,resort,0
1444,2022-06-06 16:23:00,2022-01-04 10:49:00,3,46.333333333333336,16.686666666666667,50.06,3,3,153,116,1,1,company,0
1445,2022-06-26 15:00:00,2021-09-30 22:23:00,26,261.9230769230769,15.922692307692309,413.99,7,6,268,96,1,0,public area,1
1446,2022-06-25 17:07:00,2021-10-06 16:43:00,92,119.55434782608695,13.491847826086957,1241.25,8,2,262,97,1,0,apartment,1
1447,2022-06-10 15:55:00,2021-10-01 17:07:00,60,130.6,14.253666666666668,855.22,6,1,251,112,1,0,apartment,1
1448,2022-06-20 14:03:00,2021-10-05 17:12:00,64,134.71875,15.0625,964.0,7,2,257,102,1,0,apartment,1
1449,2022-06-23 17:09:00,2021-10-13 12:23:00,16,128.875,14.1425,226.28,4,1,253,99,1,0,company,1
1450,2022-06-02 01:44:00,2022-06-02 01:44:00,1,156.0,8.94,8.94,1,1,0,120,1,0,public area,1
1451,2022-05-29 09:55:00,2022-02-13 11:04:00,7,61.42857142857143,6.609999999999999,46.269999999999996,4,3,104,124,1,0,resort,0
1452,2022-06-20 09:51:00,2022-06-19 13:10:00,3,100.0,13.446666666666665,40.339999999999996,3,3,0,102,1,0,public institution,0
1453,2022-06-25 18:54:00,2021-10-15 14:55:00,68,73.0,4.106764705882353,279.26,18,9,253,97,1,0,company,0
1454,2022-06-17 15:52:00,2021-10-02 17:41:00,62,17.725806451612904,6.781451612903226,420.45,10,6,257,105,1,1,public parking lot,0
1455,2022-06-24 11:07:00,2022-06-22 20:04:00,2,50.0,40.5,81.0,1,1,1,98,1,1,sightseeing,0
1456,2022-06-16 11:05:00,2022-06-15 08:00:00,3,208.66666666666666,22.703333333333333,68.11,1,1,1,106,1,0,public area,1
1457,2022-06-11 20:37:00,2022-06-11 20:37:00,1,479.0,42.4,42.4,1,1,0,111,1,0,apartment,0
1458,2022-06-28 21:02:00,2022-06-26 22:21:00,2,236.5,25.955,51.91,2,1,1,94,1,0,resort,1
1459,2022-06-25 19:59:00,2022-06-20 20:08:00,4,182.25,9.1375,36.55,2,2,4,97,1,0,company,0
1461,2022-06-27 21:28:00,2022-06-27 21:28:00,1,321.0,35.11,35.11,1,1,0,95,1,0,resort,1
1463,2022-06-29 19:10:00,2022-06-29 17:00:00,5,20.8,2.2060000000000004,11.030000000000001,2,1,0,93,1,0,resort,1
1464,2022-06-27 19:58:00,2022-06-27 19:58:00,1,443.0,47.4,47.4,1,1,0,95,1,0,resort,1
1465,2022-06-03 21:11:00,2022-06-03 20:18:00,2,26.0,2.67,5.34,1,1,0,119,1,0,market,1
1466,2022-06-16 17:29:00,2022-01-06 19:26:00,2,112.5,6.71,13.42,2,2,160,106,1,0,golf,0
1468,2022-06-17 10:56:00,2022-02-15 15:05:00,2,69.5,32.35,64.7,2,2,121,105,1,1,market,0
1470,2022-06-23 20:23:00,2022-06-22 21:28:00,3,107.0,12.186666666666667,36.56,2,2,0,99,1,0,hotel,1
1471,2022-06-08 17:28:00,2022-06-08 17:28:00,1,49.0,5.57,5.57,1,1,0,114,1,0,resort,1
1472,2022-06-11 21:51:00,2022-06-11 21:51:00,1,220.0,23.89,23.89,1,1,0,111,1,0,resort,1
1473,2022-06-16 17:29:00,2022-06-12 12:49:00,3,67.66666666666667,6.793333333333333,20.38,3,2,4,106,1,0,hotel,0
1474,2022-06-15 14:28:00,2021-12-14 10:49:00,22,33.59090909090909,32.39,712.58,16,5,183,107,1,1,market,0
1475,2022-06-03 11:34:00,2022-06-03 11:34:00,1,12.0,4.66,4.66,1,1,0,119,1,1,public institution,0
1476,2022-06-26 14:13:00,2022-06-26 14:13:00,1,105.0,6.3,6.3,1,1,0,96,1,0,company,1
1477,2022-06-20 14:21:00,2022-06-20 14:21:00,1,115.0,47.47,47.47,1,1,0,102,1,1,restaurant,0
1480,2022-06-08 07:46:00,2022-05-22 17:21:00,18,68.72222222222223,7.365555555555556,132.58,4,1,16,114,1,0,resort,1
1481,2022-06-17 10:04:00,2022-06-17 10:04:00,1,115.0,6.85,6.85,1,1,0,105,1,0,company,0
1482,2022-06-16 17:02:00,2022-06-16 17:02:00,1,43.0,4.94,4.94,1,1,0,106,1,0,apartment,0
1483,2022-06-11 20:42:00,2022-06-10 20:32:00,2,160.0,17.835,35.67,1,1,1,111,1,0,hotel,1
1484,2022-06-22 21:47:00,2021-12-28 15:34:00,86,208.25581395348837,17.378720930232557,1494.57,6,2,176,100,1,0,market,1
1485,2022-06-11 10:29:00,2022-06-09 06:56:00,3,33.666666666666664,24.633333333333336,73.9,2,2,2,111,1,1,public parking lot,0
1486,2022-06-03 09:05:00,2022-05-30 20:24:00,4,330.5,16.925,67.7,2,1,3,119,1,0,resort,1
1487,2022-06-21 22:03:00,2022-06-18 18:06:00,5,96.4,10.360000000000001,51.800000000000004,2,1,3,101,1,0,resort,1
1488,2022-06-15 16:56:00,2022-06-15 09:09:00,3,47.333333333333336,12.906666666666666,38.72,3,3,0,107,1,1,hotel,0
1489,2022-06-23 18:43:00,2022-04-09 18:22:00,47,280.4468085106383,31.637021276595746,1486.94,4,1,75,99,1,0,apartment,1
1490,2022-05-31 19:57:00,2022-05-31 19:57:00,1,294.0,32.53,32.53,1,1,0,122,1,0,resort,1
1491,2022-06-05 14:13:00,2022-05-21 15:13:00,2,56.5,6.845000000000001,13.690000000000001,2,2,14,117,1,0,public institution,0
1492,2022-06-21 15:43:00,2022-06-20 17:42:00,4,32.5,11.2675,45.07,3,3,0,101,1,1,public parking lot,0
1493,2022-06-23 16:47:00,2022-04-14 15:09:00,5,83.6,4.858,24.29,4,3,70,99,1,0,public parking lot,0
1494,2022-06-15 19:17:00,2021-12-02 17:28:00,39,230.7948717948718,28.943846153846152,1128.81,4,1,195,107,1,0,apartment,1
1495,2022-06-21 23:10:00,2022-06-21 23:10:00,1,360.0,41.6,41.6,1,1,0,100,1,0,hotel,1
1496,2022-06-24 17:09:00,2022-06-24 17:09:00,1,143.0,16.15,16.15,1,1,0,98,1,0,hotel,1
1497,2022-06-03 15:33:00,2021-11-01 11:40:00,7,46.57142857142857,4.671428571428572,32.7,2,1,214,119,1,0,market,1
1498,2022-06-27 13:16:00,2022-06-25 09:23:00,3,79.0,8.413333333333332,25.24,3,3,2,95,1,0,hotel,0
1499,2022-06-25 20:46:00,2022-06-15 15:30:00,14,137.78571428571428,6.903571428571429,96.65,8,3,10,97,1,0,resort,1
1500,2022-06-18 20:35:00,2022-06-18 20:35:00,1,339.0,37.4,37.4,1,1,0,104,1,0,hotel,1
1501,2022-06-26 18:57:00,2022-05-14 01:06:00,2,25.5,16.855,33.71,2,2,43,96,1,1,market,0
1502,2022-06-13 13:59:00,2022-06-08 18:16:00,6,110.0,6.418333333333334,38.510000000000005,3,3,4,109,1,0,public area,0
1503,2022-06-29 20:08:00,2022-06-28 21:42:00,2,615.0,25.95,51.9,1,1,0,93,1,0,resort,1
1504,2022-06-25 15:33:00,2022-06-24 18:02:00,2,15.5,8.96,17.92,2,2,0,97,1,1,resort,0
1505,2022-06-04 05:48:00,2022-01-01 22:12:00,50,156.54,17.279,863.95,9,2,153,118,1,0,public area,0
1506,2022-06-11 13:44:00,2022-06-09 14:49:00,6,27.166666666666668,21.77333333333333,130.64,6,4,1,111,1,1,market,0
1507,2022-06-09 18:24:00,2022-04-04 19:43:00,2,155.0,18.585,37.17,1,1,65,113,1,0,public area,1
1508,2022-06-02 18:45:00,2022-05-29 19:45:00,3,130.33333333333334,12.469999999999999,37.41,2,2,3,120,1,0,company,0
1509,2022-06-10 10:46:00,2022-06-05 12:09:00,2,13.5,11.975,23.95,2,1,4,112,1,1,market,0
1510,2022-06-16 14:31:00,2022-06-14 13:28:00,2,31.0,1.75,3.5,2,1,2,106,1,0,public area,1
1511,2022-06-10 20:50:00,2022-06-09 06:16:00,3,163.66666666666666,17.673333333333336,53.02,2,1,1,112,1,0,resort,1
1512,2022-06-14 00:28:00,2022-06-13 21:01:00,2,283.5,31.025,62.05,1,1,0,108,1,0,resort,1
1513,2022-06-02 14:10:00,2022-06-01 13:45:00,5,63.6,6.62,33.1,1,1,1,120,1,0,hotel,1
1514,2022-06-19 14:07:00,2021-10-03 19:35:00,28,35.892857142857146,21.219642857142855,594.15,5,2,258,103,1,1,market,0
1515,2022-06-07 15:58:00,2022-06-04 16:04:00,3,21.333333333333332,6.763333333333333,20.29,3,3,2,115,1,1,public area,0
